slug,title,category,inbound_before,inbound_after,orphan_before,orphan_after,has_affiliate_cta,used_fallback,popular_articles_candidates
pointsite-kougaku-anken,ポイントサイトの高額案件を見る前に!口座開設・カード案件の注意点,pointsite,1,8,FALSE,FALSE,FALSE,FALSE,hoken-soudan-anken-poikatsu;chihou-zaijuu-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto
pointsite-kyakka-genin,ポイントサイトで却下される原因は?承認条件の読み方を初心者向けに解説,pointsite,2,23,FALSE,FALSE,FALSE,FALSE,point-toiawase-junbi;keiyu-wasure-boushi;hapitas-poikatsu;moppy-hajimekata;pointincome-poikatsu;warau-poikatsu;chobirich-poikatsu;ecnavi-poikatsu;nifty-point-club-poikatsu;point-tsukanai-genin
ponta-kiso,Pontaポイントとは?貯め方・使い方・相性の良いサービスを解説,shopping,1,1,FALSE,FALSE,FALSE,FALSE,au-uq-ponta;aupay-market-poikatsu;aupay-market-toha;aupay-ponta;code-kessai-4sha-hikaku;dpoint-ponta-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi
ponta-mile-koukan,Pontaポイントをマイルや他社ポイントに交換する方法!使い道を広げるコツ,shopping,4,10,FALSE,FALSE,FALSE,FALSE,ana-jal-mile-hikaku;jal-mile-tameru-kachi;ponta-tamekata;ponta-tsukaikata;au-uq-ponta;aupay-market-poikatsu;aupay-market-toha;aupay-ponta;code-kessai-4sha-hikaku;dpoint-ponta-hikaku
ponta-supermarket,Pontaが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,3,4,FALSE,FALSE,FALSE,FALSE,au-uq-ponta;d-point-supermarket;net-super-poikatsu;rakuten-point-supermarket;aupay-market-poikatsu;aupay-market-toha;aupay-ponta;code-kessai-4sha-hikaku;dpoint-ponta-hikaku;drugstore-point-hikaku
ponta-tamekata,Pontaポイントの貯め方とは?もらう方法・使い方を解説,,0,8,TRUE,FALSE,FALSE,TRUE,aupay-market-toha;aupay-furusato-poikatsu;jalan-net-poikatsu;lawson-ponta;aupay-ponta;ponta-tsukaikata;ponta-tsukaimichi;ponta-mile-koukan
ponta-tsukaikata,Pontaポイントの使い方とは?店舗・連携・交換まで完全ガイド,,2,6,FALSE,FALSE,FALSE,TRUE,aupay-ponta;aupay-furusato-poikatsu;aupay-market-toha;jalan-net-poikatsu;ponta-mile-koukan;ponta-tamekata
ponta-tsukaimichi,Pontaポイントのおすすめの使い道!ローソン・au・旅行で活用する方法,shopping,1,1,FALSE,FALSE,FALSE,FALSE,ponta-tamekata;au-uq-ponta;aupay-market-poikatsu;aupay-market-toha;aupay-ponta;code-kessai-4sha-hikaku;dpoint-ponta-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku
prepaid-card-poikatsu,プリペイドカードでポイ活する方法!使いすぎ防止にも役立つ活用術,shopping,0,0,TRUE,TRUE,FALSE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
qoo10-poikatsu,Qoo10でポイ活する方法!メガ割前に準備したいチェックリスト,shopping,0,3,TRUE,FALSE,FALSE,FALSE,aeon-point-tameru;hahanohi-chichinohi-gift-point;rakuten-ichiba-kaimawari;welcia-point;welkatsu-poikatsu;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku;paypay-point-kiso
qr-kessai-poikatsu,QRコード決済でポイントを貯める方法!支払い前のチェックポイント,shopping,1,3,FALSE,FALSE,FALSE,FALSE,code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-kiso;paypay-point-tsukaimichi;paypay-point-tsukanai;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
rakuten-ana-mile-koukan,楽天ポイントをANAマイルに交換できる?交換ルートと注意点を解説,shopping,3,15,FALSE,FALSE,FALSE,FALSE,ana-jal-mile-hikaku;ana-mile-tameru-kachi;rakuten-mobile-rakuten-point;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase
rakuten-beauty-poikatsu,楽天ビューティとは?美容室・ネイル・エステの検索・予約ができるサービス,seikatsu,37,29,FALSE,FALSE,TRUE,FALSE,rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;d-value-pass-poikatsu
rakuten-car-shaken-poikatsu,楽天Car車検とは?見積もり比較・予約で楽天ポイントがもらえるサービス,seikatsu,37,29,FALSE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;d-value-pass-poikatsu
rakuten-card-poikatsu,楽天カードはポイ活に向いている?メリットと注意点を初心者向けに解説,creditcard,31,33,FALSE,FALSE,TRUE,FALSE,credit-card-common-point-hikaku;point-niju-sanjudori-kumiawase;rakuten-ginkou-happy-program;rakuten-mobile-rakuten-point;rakuten-point-tsukaikata;rakuten-travel-supersale-entry-coupon;credit-card-point-hikaku;keitai-ryokin-point;ana-amex-poikatsu;apple-pay-poikatsu
rakuten-carwash-poikatsu,楽天Car洗車・コーティングとは?予約方法と楽天ポイントを解説,seikatsu,0,9,TRUE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;ahamo-toha
rakuten-check-poikatsu,楽天チェックで来店ポイントを貯める方法!外出ついでに使う基本,shopping,0,3,TRUE,FALSE,FALSE,FALSE,code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan;rakuten-ichiba-kaimawari
rakuten-denwa-poikatsu,楽天でんわとは?番号そのままで通話料を半額にできる電話アプリを解説,seikatsu,34,12,FALSE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;d-value-pass-poikatsu
rakuten-ginkou-happy-program,楽天銀行ハッピープログラムの基本!銀行取引で楽天ポイントを貯める方法,kouza,1,17,FALSE,FALSE,FALSE,FALSE,rakuten-card-poikatsu;rakuten-ichiba-toha;rakuten-point-tamekata;rakuten-poikatsu-kiso;point-tamaru-ginkou-hikaku;rakuten-shouken-toha;monex-shouken-toha;paypaysec-shouken-toha;sbisec-shouken-toha;docomo-ginkou-dpoint-poikatsu
rakuten-hikari-poikatsu,楽天ひかりとは?楽天モバイルとセットで楽天市場ポイントが7倍になる光回線,seikatsu,38,38,FALSE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;ahamo-hikari-poikatsu
rakuten-ichiba-kaimawari,楽天市場でポイントを効率よく貯める方法!買い回り前に確認すること,shopping,1,6,FALSE,FALSE,FALSE,FALSE,rakuten-point-tamekata;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan
rakuten-ichiba-toha,楽天市場とは?特徴とポイントの貯め方をわかりやすく解説,shopping,196,196,FALSE,FALSE,FALSE,FALSE,point-niju-sanjudori-kumiawase;rakuten-ginkou-happy-program;rakuten-mobile-rakuten-point;rakuten-point-tamekata;rakuten-point-tsukaikata;rakuten-travel-supersale-entry-coupon;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku
rakuten-insight-tsukaikata,楽天インサイトの使い方!楽天ポイントをアンケートで貯める方法,survey,0,0,TRUE,TRUE,FALSE,FALSE,ipsos-isay-poikatsu;iresearch-poikatsu;macromill-poikatsu;enquete-monitor-poikatsu;fancrew-poikatsu;opinionworld-poikatsu;cue-monitor-poikatsu;fruitmail-poikatsu;infoq-poikatsu;macromill-tsukaikata
rakuten-kakeibo-poikatsu,Rakuten家計簿とは?無料で使える家計簿アプリと楽天ポイントを解説,seikatsu,0,9,TRUE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu;ahamo-toha
rakuten-mobile-poikatsu,楽天モバイルとは?データ使い放題と楽天ポイント最大+4倍を解説,seikatsu,38,21,FALSE,FALSE,TRUE,FALSE,kakuyasu-sim-norikae-poikatsu;rakuten-mobile-rakuten-point;rakuten-point-tamekata;rakuten-point-tsukaikata;rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu
rakuten-mobile-rakuten-point,楽天モバイルなら楽天ポイントにまとめるべき?楽天経済圏との相性を解説,shopping,5,20,FALSE,FALSE,FALSE,FALSE,rakuten-mobile-poikatsu;rakuten-card-poikatsu;rakuten-pay-tameru;rakuten-ichiba-toha;rakuten-ana-mile-koukan;softbank-ymobile-paypay-point;rakuten-paypay-hikaku;vpoint-rakuten-hikaku;yosekatsu;rakuten-poikatsu-kiso
rakuten-music-poikatsu,楽天ミュージックとは?広告なしで約1億曲聴き放題の音楽アプリを解説,seikatsu,39,38,FALSE,FALSE,TRUE,FALSE,subscription-point-tameru;rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu
rakuten-pay-tameru,楽天ペイで楽天ポイントを貯める方法!街のお買い物で使うコツ,shopping,2,2,FALSE,FALSE,FALSE,FALSE,rakuten-mobile-rakuten-point;rakuten-point-tsukaikata;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
rakuten-paypay-hikaku,楽天ポイントとPayPayポイントはどっち?通販・決済・カードで比較,shopping,2,4,FALSE,FALSE,FALSE,FALSE,rakuten-yahoo-hikaku;rakuten-mobile-rakuten-point;softbank-ymobile-paypay-point;yosekatsu;ana-jal-mile-hikaku;ana-mileageplus-hikaku;au-uq-ponta;cleaning-poikatsu;code-kessai-4sha-hikaku;docomo-ahamo-dpoint
rakuten-poikatsu-kiso,楽天ポイントの貯め方を初心者向けに解説!楽天経済圏の基本,shopping,4,4,FALSE,FALSE,FALSE,FALSE,rakuten-ginkou-happy-program;rakuten-mobile-rakuten-point;rakuten-point-supermarket;rakuten-point-tamekata;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso
rakuten-point-supermarket,楽天ポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,2,4,FALSE,FALSE,FALSE,FALSE,rakuten-poikatsu-kiso;rakuten-mobile-rakuten-point;ponta-supermarket;net-super-poikatsu;v-point-supermarket;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi
rakuten-point-tamekata,楽天ポイントの貯め方とは?もらう方法・使い方を解説,,5,11,FALSE,FALSE,FALSE,FALSE,rakuten-ichiba-toha;rakuten-mobile-poikatsu;rakuten-poikatsu-kiso;rakuten-ichiba-kaimawari;rakuten-point-tsukaikata;rakuten-point-tsukaimichi;hon-denshi-shoseki-poikatsu;hyakkaten-depart-poikatsu;rakuten-ginkou-happy-program;rakuten-travel-supersale-entry-coupon
rakuten-point-tsukaikata,楽天ポイントの使い方とは?店舗・連携・交換まで完全ガイド,,2,6,FALSE,FALSE,FALSE,TRUE,rakuten-ichiba-toha;rakuten-pay-tameru;rakuten-mobile-poikatsu;rakuten-card-poikatsu;ubereats-poikatsu;rakuten-point-tamekata
rakuten-point-tsukaimichi,楽天ポイントの使い道おすすめまとめ!通常ポイントと期間限定ポイントの違い,shopping,1,1,FALSE,FALSE,FALSE,FALSE,rakuten-point-tamekata;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan
rakuten-rebates-poikatsu,楽天リーベイツでポイ活する方法!公式ストア利用時のポイント経由術,shopping,0,0,TRUE,TRUE,FALSE,FALSE,code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan;rakuten-check-poikatsu
rakuten-shashinkan-poikatsu,楽天写真館とは?写真プリントからフォトブックまで作れるサービスを解説,seikatsu,37,16,FALSE,FALSE,TRUE,FALSE,rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;ubereats-poikatsu;d-value-pass-poikatsu
rakuten-shouken-toha,楽天証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,8,14,FALSE,FALSE,TRUE,FALSE,point-toushi-unyou-service-hikaku;point-tamaru-ginkou-hikaku;rakuten-ginkou-happy-program;monex-shouken-toha;paypaysec-shouken-toha;sbisec-shouken-toha;docomo-ginkou-dpoint-poikatsu;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;net-ginkou-poikatsu
rakuten-travel-supersale-entry-coupon,楽天トラベルスーパーSALE攻略|エントリー条件とクーポン併用ルール,campaign,1,8,FALSE,FALSE,FALSE,FALSE,rakuten-travel-supersale-poikatsu;rakuten-card-poikatsu;rakuten-point-tamekata;rakuten-ichiba-toha;yahoo-travel-poikatsu;jalan-net-poikatsu;airtrip-poikatsu;ana-mileage-mall-poikatsu;kakuyasu-sim-norikae-poikatsu;bonus-tsuki-poikatsu-keikaku
rakuten-travel-supersale-poikatsu,楽天トラベルスーパーセールで失敗しないポイ活!予約前チェックリスト,campaign,3,13,FALSE,FALSE,FALSE,FALSE,ryokou-yoyaku-point;rakuten-travel-supersale-entry-coupon;shukuhaku-yoyaku-point;yahoo-travel-ultrasale-poikatsu;kakuyasu-sim-norikae-poikatsu;airtrip-tsukaikata;ame-heijitsu-campaign-poikatsu;black-friday-poikatsu;poikatsu-campaign-shippai-boushi;yahoo-travel-tsukaikata
rakuten-yahoo-hikaku,楽天市場とYahoo!ショッピングはどっちがお得?ポイ活視点で比較,shopping,1,1,FALSE,FALSE,FALSE,FALSE,rakuten-paypay-hikaku;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan
receipt-app-poikatsu,レシートアプリでポイ活する方法!買い物後に捨てずに活用するコツ,app,0,8,TRUE,FALSE,FALSE,FALSE,one-receipt-poikatsu;code-receipt-poikatsu;reshichare-poikatsu;app-install-anken-poikatsu;hashport-wallet-poikatsu;torima-idou-poikatsu;app-hitsuyou;hosuu-app-poikatsu;idou-app-erabikata;taxi-app-poikatsu
recruit-ponta,リクルートサービスでPontaポイントを貯める方法!予約・買い物で活用,shopping,0,4,TRUE,FALSE,TRUE,FALSE,au-uq-ponta;aupay-market-poikatsu;aupay-market-toha;aupay-ponta;code-kessai-4sha-hikaku;dpoint-ponta-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi
rentacar-yoyaku-poikatsu,レンタカー予約でポイ活する方法!旅行前に確認したい支払いと補償,shopping,0,1,TRUE,FALSE,FALSE,FALSE,gasoline-point-tameru;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point
reshichare-poikatsu,レシチャレ(旧クラシルリワード)で貯めるポイ活とは?レシート・移動・広告の使い方,app,2,11,FALSE,FALSE,FALSE,FALSE,idou-app-erabikata;receipt-app-poikatsu;code-receipt-poikatsu;one-receipt-poikatsu;taxi-app-poikatsu;tiktok-lite-poikatsu;torima-idou-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu
retty-poikatsu,Rettyとは?会員登録不要でPayPayポイントが貯まるグルメ予約サービス,seikatsu,3,6,FALSE,FALSE,TRUE,FALSE,paypay-point-tamekata;paypay-point-tsukaikata;d-value-pass-poikatsu;itoyokado-netsuper-onigo-poikatsu;rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-denwa-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu;ubereats-poikatsu
rimawarikun-toha,利回りくんとは?不動産クラウドファンディングの特徴とリスクを解説,seikatsu,0,0,TRUE,TRUE,TRUE,FALSE,aupay-furusato-poikatsu;docomo-denki-poikatsu;rakuten-mobile-poikatsu;ahamo-hikari-poikatsu;d-value-pass-poikatsu;retty-poikatsu;ahamo-toha;dmmbooks-toha;itoyokado-netsuper-onigo-poikatsu;rakuten-music-poikatsu
roadmap,ポイ活初心者向けロードマップ!登録から初回ポイント獲得までの流れ,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
ryokou-yoyaku-point,旅行予約でポイントを貯める方法!ホテル・航空券・予約サイト活用術,shopping,1,5,FALSE,FALSE,FALSE,FALSE,yahoo-travel-tsukaikata;jalan-tsukaikata;rakuten-travel-supersale-poikatsu;code-kessai-4sha-hikaku;drugstore-point-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase
ryokou-zuki-poikatsu-keikaku,旅行好きのポイ活計画!普段の買い物を旅費に近づける考え方,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
satofull-poikatsu,さとふるとは?ふるさと納税の流れとポイント制度の現状を解説,seikatsu,0,0,TRUE,TRUE,TRUE,FALSE,ahamo-toha;anshin-security-toha;busnoru-poikatsu;dcarshare-toha;dhealthcare-toha;dhits-toha;dmagazine-toha;dmmbooks-toha;dphoto-toha;hikaritv-toha
sbisec-shouken-toha,SBI証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,8,14,FALSE,FALSE,FALSE,FALSE,point-toushi-unyou-service-hikaku;point-tamaru-ginkou-hikaku;monex-shouken-toha;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;docomo-ginkou-dpoint-poikatsu;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;net-ginkou-poikatsu
screenshot-hozon-poikatsu-miss,スクリーンショット保存でポイ活ミスを減らす方法!残すべき画面を解説,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto
seims-point,ドラッグセイムスのポイントを解説|セイムスポイントカードと楽天ポイントの関係,shopping,1,1,FALSE,FALSE,FALSE,FALSE,drugstore-point-hikaku;code-kessai-4sha-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan;rakuten-check-poikatsu
seiyu-poikatsu,西友でお得に買い物する方法!ネットスーパーと店舗利用のポイント,shopping,0,0,TRUE,TRUE,FALSE,FALSE,ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;denryoku-norikae-point;docomo-ahamo-dpoint
senior-poikatsu,シニア向けポイ活入門!スマホが苦手でも始めやすいポイント活用,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
setsuyaku-nigate-poikatsu-nyumon,節約が苦手な人のポイ活入門!頑張らずに支出を見える化する方法,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
seven-eleven-point,セブン-イレブンでポイントを貯める方法!nanacoとアプリ活用の基本,shopping,0,1,TRUE,FALSE,FALSE,FALSE,nanaco-point-kiso;aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point
sevennet-shopping-poikatsu,セブンネットショッピングとは?セブン‐イレブン受け取りで送料無料になる通販サイト,shopping,0,0,TRUE,TRUE,TRUE,FALSE,amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu;hikkoshi-poikatsu
shein-poikatsu-chuuiten,SHEINでポイ活する時の注意点!海外通販で見るべき費用とポイント,shopping,0,0,TRUE,TRUE,FALSE,FALSE,ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;denryoku-norikae-point;docomo-ahamo-dpoint
shinseikatsu-poikatsu-checklist,新生活のポイ活チェックリスト!家具・家電・日用品をお得にそろえる方法,shopping,0,0,TRUE,TRUE,TRUE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
shippai-shinai-hajimekata,ポイ活で失敗しない始め方!初心者がやりがちな勘違いを解説,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
shiryouseikyuu-anken-poikatsu,資料請求案件でポイ活する方法!申し込み前に確認したい注意点,pointsite,1,1,FALSE,FALSE,FALSE,FALSE,hoken-soudan-anken-poikatsu;chihou-zaijuu-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto
shouken-kouza-anken-poikatsu,証券口座開設案件でポイ活する方法!投資前提で注意したい基本,kouza,0,3,TRUE,FALSE,TRUE,FALSE,matsui-shouken-ideco-poikatsu;dmm-kabu-poikatsu;fx-kouza-anken-poikatsu;point-tamaru-ginkou-hikaku;docomo-ginkou-dpoint-poikatsu;monex-shouken-toha;net-ginkou-poikatsu;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha
shufu-shufu-poikatsu,主婦・主夫におすすめのポイ活!日用品とスーパーで無理なく節約,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
shukuhaku-yoyaku-point,宿泊予約サイトでポイントを取りこぼさない方法!予約前の比較ポイント,shopping,0,4,TRUE,FALSE,FALSE,FALSE,yahoo-travel-tsukaikata;jalan-tsukaikata;airtrip-tsukaikata;rakuten-travel-supersale-poikatsu;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu
softbank-hikari-poikatsu,SoftBank 光とは?フレッツ光より安い高速光回線とキャッシュバックを解説,seikatsu,34,34,FALSE,FALSE,TRUE,FALSE,ahamo-hikari-poikatsu;ana-hikari-poikatsu;auhikari-poikatsu;biglobe-hikari-poikatsu;docomo-denki-poikatsu;nifty-docomo-hikari-poikatsu;rakuten-hikari-poikatsu;rakuten-mobile-poikatsu;aupay-furusato-poikatsu;d-value-pass-poikatsu
